record_date,maxtemp,mintemp,pcpn,snow
29-Jan-2016,64,16,0.00,0.0
30-Jan-2016,65,22,0.00,0.0
31-Jan-2016,74,24,0.00,0.0
01-Feb-2016,39,30,0.00,0.0
02-Feb-2016,36,22,0.40,3.0
03-Feb-2016,28,4,0.00,0.0
04-Feb-2016,34,-5,0.00,0.0
05-Feb-2016,34,-5,0.10,1.3
06-Feb-2016,40,6,0.00,0.0
07-Feb-2016,44,6,0.00,0.0
08-Feb-2016,43,20,0.00,0.0
09-Feb-2016,48,20,0.00,0.0
10-Feb-2016,59,24,0.00,0.0
11-Feb-2016,76,23,0.00,0.0
12-Feb-2016,71,23,0.00,0.0
13-Feb-2016,65,24,0.00,0.0
14-Feb-2016,52,22,0.00,0.0
15-Feb-2016,53,22,0.00,0.0
16-Feb-2016,68,22,0.00,0.0
17-Feb-2016,58,23,0.00,0.0
18-Feb-2016,72,24,0.00,0.0
19-Feb-2016,82,49,0.00,0.0
20-Feb-2016,67,30,0.00,0.0
21-Feb-2016,67,25,0.00,0.0
22-Feb-2016,52,19,0.00,0.0
23-Feb-2016,55,20,0.00,0.0
24-Feb-2016,49,15,0.00,0.0
25-Feb-2016,60,15,0.00,0.0
26-Feb-2016,49,18,0.00,0.0
27-Feb-2016,66,21,0.00,0.0
28-Feb-2016,79,24,0.00,0.0
29-Feb-2016,64,26,0.00,0.0
01-Mar-2016,70,23,0.00,0.0
02-Mar-2016,56,26,0.00,0.0
03-Mar-2016,75,27,T,0.0
04-Mar-2016,62,31,0.00,0.0
05-Mar-2016,77,25,0.00,0.0
06-Mar-2016,70,28,0.00,0.0
07-Mar-2016,75,37,0.00,0.0
08-Mar-2016,65,25,0.00,0.0
09-Mar-2016,61,24,0.00,0.0
10-Mar-2016,65,27,0.00,0.0
11-Mar-2016,66,26,0.00,0.0
12-Mar-2016,74,29,0.00,0.0
13-Mar-2016,74,34,0.00,0.0
14-Mar-2016,74,30,0.00,0.0
15-Mar-2016,77,30,0.00,0.0
16-Mar-2016,60,30,0.00,0.0
17-Mar-2016,60,21,0.00,0.0
18-Mar-2016,67,22,0.00,0.0
19-Mar-2016,33,15,0.06,T
20-Mar-2016,46,11,0.00,0.0
21-Mar-2016,57,11,0.00,0.0
22-Mar-2016,79,23,0.00,0.0
23-Mar-2016,80,38,0.00,0.0
24-Mar-2016,42,20,0.09,0.0
25-Mar-2016,58,20,0.00,0.0
26-Mar-2016,65,24,0.06,0.0
27-Mar-2016,34,18,0.08,0.3
28-Mar-2016,57,18,0.00,0.0
29-Mar-2016,72,25,0.00,0.0
30-Mar-2016,78,32,0.00,0.0
31-Mar-2016,63,24,0.00,0.0
01-Apr-2016,53,20,0.00,0.0
02-Apr-2016,60,22,0.00,0.0
03-Apr-2016,71,30,0.00,0.0
04-Apr-2016,76,31,0.00,0.0
05-Apr-2016,81,34,0.00,0.0
06-Apr-2016,84,27,0.00,0.0
07-Apr-2016,77,29,0.00,0.0
08-Apr-2016,72,35,0.00,0.0
09-Apr-2016,72,35,0.00,0.0
10-Apr-2016,80,38,0.00,0.0
11-Apr-2016,78,38,0.59,0.0
12-Apr-2016,52,34,0.05,0.0
13-Apr-2016,70,35,0.00,0.0
14-Apr-2016,77,40,0.00,0.0
15-Apr-2016,82,41,0.00,0.0
16-Apr-2016,70,39,0.25,0.0
17-Apr-2016,45,35,0.49,0.0
18-Apr-2016,51,30,0.00,0.0
19-Apr-2016,52,35,0.06,0.0
20-Apr-2016,54,32,0.00,0.0
21-Apr-2016,69,33,0.00,0.0
22-Apr-2016,74,38,0.00,0.0
23-Apr-2016,83,40,0.00,0.0
24-Apr-2016,84,38,0.00,0.0
25-Apr-2016,80,38,0.00,0.0
26-Apr-2016,77,41,0.00,0.0
27-Apr-2016,69,33,0.00,0.0
28-Apr-2016,65,34,0.00,0.0
29-Apr-2016,54,37,0.81,0.0
30-Apr-2016,39,32,0.64,T
01-May-2016,48,36,0.01,0.0
02-May-2016,47,30,0.00,0.0
03-May-2016,63,33,0.00,0.0
04-May-2016,73,40,0.00,0.0
05-May-2016,78,40,0.00,0.0
06-May-2016,82,44,0.00,0.0
07-May-2016,87,47,0.00,0.0
08-May-2016,82,36,0.00,0.0
09-May-2016,73,40,0.00,0.0
10-May-2016,75,41,0.00,0.0
11-May-2016,84,46,0.09,0.0
12-May-2016,67,39,0.20,0.0
13-May-2016,74,42,0.00,0.0
14-May-2016,84,42,0.00,0.0
15-May-2016,67,43,0.00,0.0
16-May-2016,72,47,0.02,0.0
17-May-2016,52,42,0.07,0.0
18-May-2016,50,43,T,0.0
19-May-2016,62,40,0.00,0.0
20-May-2016,74,43,T,0.0
21-May-2016,84,43,0.00,0.0
22-May-2016,91,43,0.00,0.0
23-May-2016,88,52,0.00,0.0
24-May-2016,80,48,0.00,0.0
25-May-2016,84,43,0.00,0.0
26-May-2016,84,51,0.00,0.0
27-May-2016,78,45,0.76,T
28-May-2016,64,41,0.12,0.0
29-May-2016,77,46,T,0.0
30-May-2016,85,47,0.00,0.0
31-May-2016,85,47,0.04,0.0
01-Jun-2016,74,51,1.60,0.0
02-Jun-2016,72,52,T,0.0
03-Jun-2016,81,53,0.00,0.0
04-Jun-2016,84,56,0.00,0.0
05-Jun-2016,82,54,0.00,0.0
06-Jun-2016,86,53,0.00,0.0
07-Jun-2016,86,56,0.04,0.0
08-Jun-2016,89,56,0.04,0.0
09-Jun-2016,91,57,0.00,0.0
10-Jun-2016,90,57,0.00,0.0
11-Jun-2016,94,56,0.00,0.0
12-Jun-2016,96,60,0.00,0.0
13-Jun-2016,91,62,0.45,0.0
14-Jun-2016,91,54,0.00,0.0
15-Jun-2016,89,53,0.00,0.0
16-Jun-2016,96,57,0.00,0.0
17-Jun-2016,98,52,0.00,0.0
18-Jun-2016,95,59,0.00,0.0
19-Jun-2016,89,64,0.00,0.0
20-Jun-2016,100,64,0.00,0.0
21-Jun-2016,96,65,0.00,0.0
22-Jun-2016,103,63,0.00,0.0
23-Jun-2016,89,60,0.00,0.0
24-Jun-2016,94,60,0.07,0.0
25-Jun-2016,98,63,T,0.0
26-Jun-2016,98,60,0.58,0.0
27-Jun-2016,90,61,0.00,0.0
28-Jun-2016,96,60,0.00,0.0
29-Jun-2016,90,59,T,0.0
30-Jun-2016,89,60,0.11,0.0
01-Jul-2016,86,64,T,0.0
02-Jul-2016,85,63,0.13,0.0
03-Jul-2016,85,60,0.01,0.0
04-Jul-2016,88,53,0.00,0.0
05-Jul-2016,94,57,0.00,0.0
06-Jul-2016,100,63,0.00,0.0
07-Jul-2016,96,55,0.00,0.0
08-Jul-2016,101,56,1.20,0.0
09-Jul-2016,93,61,0.01,0.0
10-Jul-2016,94,64,0.00,0.0
11-Jul-2016,103,61,T,0.0
12-Jul-2016,91,58,0.00,0.0
13-Jul-2016,92,62,0.00,0.0
14-Jul-2016,92,65,0.00,0.0
15-Jul-2016,88,61,T,0.0
16-Jul-2016,101,56,0.00,0.0
17-Jul-2016,102,57,0.00,0.0
18-Jul-2016,98,62,0.00,0.0
19-Jul-2016,95,63,0.31,0.0
20-Jul-2016,99,63,0.00,0.0
21-Jul-2016,101,65,0.00,0.0
22-Jul-2016,101,65,0.00,0.0
23-Jul-2016,101,64,0.00,0.0
24-Jul-2016,99,61,1.12,0.0
25-Jul-2016,89,61,0.04,0.0
26-Jul-2016,89,60,0.51,0.0
27-Jul-2016,94,63,0.00,0.0
28-Jul-2016,90,63,0.00,0.0
29-Jul-2016,96,60,0.17,0.0
30-Jul-2016,81,62,0.04,0.0
31-Jul-2016,92,60,0.00,0.0
01-Aug-2016,96,62,0.00,0.0
02-Aug-2016,97,64,T,0.0
03-Aug-2016,91,65,0.00,0.0
04-Aug-2016,95,62,0.00,0.0
05-Aug-2016,87,59,0.82,0.0
06-Aug-2016,80,61,0.10,0.0
07-Aug-2016,88,60,0.15,0.0
08-Aug-2016,85,61,0.00,0.0
09-Aug-2016,87,56,0.00,0.0
10-Aug-2016,93,59,0.00,0.0
11-Aug-2016,96,62,0.00,0.0
12-Aug-2016,91,60,0.16,0.0
13-Aug-2016,86,58,0.05,0.0
14-Aug-2016,88,59,0.00,0.0
15-Aug-2016,87,54,0.00,0.0
16-Aug-2016,94,57,0.00,0.0
17-Aug-2016,90,57,0.05,0.0
18-Aug-2016,94,57,T,0.0
19-Aug-2016,93,62,0.00,0.0
20-Aug-2016,84,54,0.33,0.0
21-Aug-2016,72,54,T,0.0
22-Aug-2016,89,57,0.00,0.0
23-Aug-2016,92,53,0.00,0.0
24-Aug-2016,94,56,0.00,0.0
25-Aug-2016,81,52,0.00,0.0
26-Aug-2016,78,52,0.04,0.0
27-Aug-2016,83,50,0.00,0.0
28-Aug-2016,90,52,0.00,0.0
29-Aug-2016,90,57,0.06,0.0
30-Aug-2016,78,55,0.00,0.0
31-Aug-2016,81,54,0.00,0.0
01-Sep-2016,85,58,0.00,0.0
02-Sep-2016,82,61,0.00,0.0
03-Sep-2016,91,57,0.00,0.0
04-Sep-2016,95,60,0.00,0.0
05-Sep-2016,95,61,0.00,0.0
06-Sep-2016,97,68,0.00,0.0
07-Sep-2016,88,59,0.15,0.0
08-Sep-2016,87,59,0.00,0.0
09-Sep-2016,80,57,0.00,0.0
10-Sep-2016,87,42,0.00,0.0
11-Sep-2016,82,43,0.00,0.0
12-Sep-2016,95,46,0.00,0.0
13-Sep-2016,84,54,0.03,0.0
14-Sep-2016,63,52,0.00,0.0
15-Sep-2016,79,52,0.00,0.0
16-Sep-2016,88,48,0.00,0.0
17-Sep-2016,81,49,0.02,0.0
18-Sep-2016,86,44,0.00,0.0
19-Sep-2016,93,44,0.00,0.0
20-Sep-2016,94,44,0.00,0.0
21-Sep-2016,93,50,0.00,0.0
22-Sep-2016,88,55,0.00,0.0
23-Sep-2016,93,56,0.00,0.0
24-Sep-2016,90,47,0.00,0.0
25-Sep-2016,78,42,0.00,0.0
26-Sep-2016,74,36,0.00,0.0
27-Sep-2016,78,36,0.00,0.0
28-Sep-2016,86,39,0.00,0.0
29-Sep-2016,84,41,0.00,0.0
30-Sep-2016,84,45,0.00,0.0
01-Oct-2016,79,45,0.00,0.0
02-Oct-2016,82,49,0.00,0.0
03-Oct-2016,85,49,0.00,0.0
04-Oct-2016,87,41,0.00,0.0
05-Oct-2016,74,32,0.00,0.0
06-Oct-2016,76,32,0.00,0.0
07-Oct-2016,66,30,0.00,0.0
08-Oct-2016,69,29,0.00,0.0
09-Oct-2016,74,31,0.00,0.0
10-Oct-2016,80,36,0.00,0.0
11-Oct-2016,84,38,0.00,0.0
12-Oct-2016,86,42,0.00,0.0
13-Oct-2016,53,37,0.00,0.0
14-Oct-2016,72,36,0.00,0.0
15-Oct-2016,91,37,0.00,0.0
16-Oct-2016,89,40,0.00,0.0
17-Oct-2016,89,39,0.00,0.0
18-Oct-2016,88,33,0.00,0.0
19-Oct-2016,70,33,0.00,0.0
20-Oct-2016,66,30,0.00,0.0
21-Oct-2016,62,27,0.00,0.0
22-Oct-2016,78,28,0.00,0.0
23-Oct-2016,87,29,0.00,0.0
24-Oct-2016,73,32,0.00,0.0
25-Oct-2016,79,32,0.00,0.0
26-Oct-2016,81,40,0.00,0.0
27-Oct-2016,77,36,0.00,0.0
28-Oct-2016,84,35,0.00,0.0
29-Oct-2016,86,41,0.00,0.0
30-Oct-2016,89,37,0.00,0.0
31-Oct-2016,69,37,0.00,0.0
01-Nov-2016,87,41,0.00,0.0
02-Nov-2016,64,33,0.00,0.0
03-Nov-2016,69,30,0.00,0.0
04-Nov-2016,73,30,0.00,0.0
05-Nov-2016,72,32,0.00,0.0
06-Nov-2016,72,37,0.00,0.0
07-Nov-2016,71,41,T,0.0
08-Nov-2016,70,27,0.00,0.0
09-Nov-2016,64,23,0.00,0.0
10-Nov-2016,68,20,0.00,0.0
11-Nov-2016,78,21,0.00,0.0
12-Nov-2016,59,20,0.00,0.0
13-Nov-2016,66,22,0.00,0.0
14-Nov-2016,74,26,0.00,0.0
15-Nov-2016,75,29,0.00,0.0
16-Nov-2016,80,32,0.00,0.0
17-Nov-2016,74,32,0.00,0.0
18-Nov-2016,52,22,0.03,T
19-Nov-2016,45,13,0.00,0.0
20-Nov-2016,52,13,0.00,0.0
21-Nov-2016,72,36,0.00,0.0
22-Nov-2016,70,43,0.01,0.0
23-Nov-2016,43,26,0.53,0.0
24-Nov-2016,55,26,0.00,0.0
25-Nov-2016,59,17,0.00,0.0
26-Nov-2016,53,14,0.00,0.0
27-Nov-2016,59,15,0.00,0.0
28-Nov-2016,57,24,0.00,0.0
29-Nov-2016,51,16,0.00,0.0
30-Nov-2016,48,14,0.00,0.0
01-Dec-2016,48,13,0.00,0.0
02-Dec-2016,44,13,0.00,0.0
03-Dec-2016,38,13,0.00,0.0
04-Dec-2016,50,12,0.00,0.0
05-Dec-2016,53,12,0.00,0.0
06-Dec-2016,66,7,0.00,0.0
07-Dec-2016,32,7,T,0.0
08-Dec-2016,21,3,0.00,0.0
09-Dec-2016,27,4,0.00,0.0
10-Dec-2016,38,4,0.00,0.0
11-Dec-2016,55,12,0.00,0.0
12-Dec-2016,46,11,0.00,0.0
13-Dec-2016,51,10,0.00,0.0
14-Dec-2016,40,10,0.00,0.0
15-Dec-2016,28,9,0.00,0.0
16-Dec-2016,50,8,0.00,0.0
17-Dec-2016,68,3,0.01,T
18-Dec-2016,8,-22,0.21,5.0
19-Dec-2016,15,-22,0.00,0.0
20-Dec-2016,29,-11,0.00,0.0
21-Dec-2016,44,16,0.00,0.0
22-Dec-2016,49,20,0.00,0.0
23-Dec-2016,36,24,0.02,T
24-Dec-2016,51,21,0.00,0.0
25-Dec-2016,53,21,0.00,0.0
26-Dec-2016,50,12,0.00,0.0
27-Dec-2016,42,10,0.00,0.0
28-Dec-2016,55,9,0.00,0.0
29-Dec-2016,61,12,0.00,0.0
30-Dec-2016,46,12,0.00,0.0
31-Dec-2016,69,15,0.00,0.0
01-Jan-2017,39,16,0.00,0.0
02-Jan-2017,51,14,0.00,0.0
03-Jan-2017,55,10,0.00,0.0
04-Jan-2017,31,5,0.00,0.0
05-Jan-2017,29,5,0.00,0.0
06-Jan-2017,11,4,0.33,4.0
07-Jan-2017,21,-19,0.00,0.0
08-Jan-2017,21,-14,0.00,0.0
09-Jan-2017,44,7,0.00,0.0
10-Jan-2017,63,23,0.00,0.0
11-Jan-2017,61,29,0.00,0.0
12-Jan-2017,64,15,0.00,0.0
13-Jan-2017,47,13,0.00,0.0
14-Jan-2017,25,13,0.00,0.0
15-Jan-2017,39,24,0.20,1.0
16-Jan-2017,34,29,0.32,M
17-Jan-2017,34,28,0.35,M
18-Jan-2017,36,14,0.00,0.0
19-Jan-2017,40,13,0.00,0.0
20-Jan-2017,49,14,0.00,0.0
21-Jan-2017,40,21,0.00,0.0
22-Jan-2017,36,24,0.00,0.0
23-Jan-2017,50,22,0.00,0.0
24-Jan-2017,57,22,0.00,0.0
25-Jan-2017,45,18,T,T
26-Jan-2017,37,16,0.00,0.0
27-Jan-2017,37,15,0.00,0.0
28-Jan-2017,42,17,0.00,0.0
29-Jan-2017,54,17,0.00,0.0
30-Jan-2017,66,23,0.00,0.0
31-Jan-2017,65,24,0.00,0.0
01-Feb-2017,67,22,0.00,0.0
02-Feb-2017,36,20,0.00,0.0
03-Feb-2017,30,12,0.00,0.0
04-Feb-2017,30,12,0.00,0.0
05-Feb-2017,69,17,0.00,0.0
06-Feb-2017,63,19,0.00,0.0
07-Feb-2017,69,25,0.00,0.0
08-Feb-2017,68,20,0.00,0.0
09-Feb-2017,53,19,0.00,0.0
10-Feb-2017,77,23,0.00,0.0
11-Feb-2017,87,36,0.00,0.0
12-Feb-2017,79,35,0.00,0.0
13-Feb-2017,50,32,S,M
14-Feb-2017,40,27,0.16A,0.0
15-Feb-2017,52,19,0.00,0.0
16-Feb-2017,64,21,0.00,0.0
17-Feb-2017,74,22,0.00,0.0
18-Feb-2017,69,24,0.00,0.0
19-Feb-2017,68,26,0.00,0.0
20-Feb-2017,67,34,0.00,0.0
21-Feb-2017,70,27,0.00,0.0
22-Feb-2017,82,30,0.00,0.0
23-Feb-2017,76,22,0.00,0.0
24-Feb-2017,59,13,0.00,0.0
25-Feb-2017,40,8,0.00,0.0
26-Feb-2017,50,9,0.00,0.0
27-Feb-2017,53,10,0.00,0.0
28-Feb-2017,64,10,0.00,0.0
01-Mar-2017,52,11,0.00,0.0
02-Mar-2017,50,13,0.00,0.0
03-Mar-2017,52,16,0.00,0.0
04-Mar-2017,69,20,0.00,0.0
05-Mar-2017,78,22,0.00,0.0
06-Mar-2017,76,37,0.00,0.0
07-Mar-2017,60,24,0.00,0.0
08-Mar-2017,60,19,0.00,0.0
09-Mar-2017,M,M,0.00,0.0
10-Mar-2017,M,M,0.00,0.0
11-Mar-2017,M,M,0.00,0.0
12-Mar-2017,57,24,0.00,0.0
13-Mar-2017,72,24,0.00,0.0
14-Mar-2017,60,22,0.00,0.0
15-Mar-2017,74,23,0.00,0.0
16-Mar-2017,84,25,0.00,0.0
17-Mar-2017,85,35,0.00,0.0
18-Mar-2017,74,35,0.00,0.0
19-Mar-2017,83,35,0.00,0.0
20-Mar-2017,88,39,0.00,0.0
21-Mar-2017,86,37,0.00,0.0
22-Mar-2017,66,36,0.00,0.0
23-Mar-2017,81,36,0.00,0.0
24-Mar-2017,84,37,0.02,0.0
25-Mar-2017,44,27,0.28,0.0
26-Mar-2017,65,27,0.00,0.0
27-Mar-2017,53,27,0.00,0.0
28-Mar-2017,68,28,0.00,0.0
29-Mar-2017,55,38,0.07,0.0
30-Mar-2017,52,27,0.02,0.0
31-Mar-2017,69,29,0.00,0.0
01-Apr-2017,43,34,0.45,0.0
02-Apr-2017,44,30,0.06,0.0
03-Apr-2017,66,30,0.00,0.0
04-Apr-2017,65,33,0.50,T
05-Apr-2017,45,33,0.30,0.0
06-Apr-2017,60,31,0.00,0.0
07-Apr-2017,68,33,0.00,0.0
08-Apr-2017,82,41,0.00,0.0
09-Apr-2017,76,42,0.00,0.0
10-Apr-2017,79,32,0.00,0.0
11-Apr-2017,65,31,0.00,0.0
12-Apr-2017,76,33,0.00,0.0
13-Apr-2017,84,40,0.00,0.0
14-Apr-2017,78,41,0.00,0.0
15-Apr-2017,89,43,0.00,0.0
16-Apr-2017,79,46,0.00,0.0
17-Apr-2017,70,50,0.00,0.0
18-Apr-2017,78,46,0.00,0.0
19-Apr-2017,80,48,0.00,0.0
20-Apr-2017,87,48,0.00,0.0
21-Apr-2017,68,44,0.38,0.0
22-Apr-2017,57,40,0.13,0.0
23-Apr-2017,59,34,0.00,0.0
24-Apr-2017,79,37,0.00,0.0
25-Apr-2017,79,47,0.00,0.0
26-Apr-2017,58,34,0.69,0.0
27-Apr-2017,62,37,0.00,0.0
28-Apr-2017,70,32,0.04,0.0
29-Apr-2017,61,31,0.48,2.0
30-Apr-2017,38,31,0.20,T
01-May-2017,63,35,0.00,0.0
02-May-2017,70,38,0.00,0.0
03-May-2017,61,45,0.02,0.0
04-May-2017,63,36,0.50,0.0
05-May-2017,73,40,0.00,0.0
06-May-2017,80,47,0.00,0.0
07-May-2017,88,50,0.00,0.0
08-May-2017,88,53,0.01,0.0
09-May-2017,82,55,0.55,0.0
10-May-2017,71,44,1.39,0.0
11-May-2017,73,49,1.66,0.0
12-May-2017,60,43,0.02,0.0
13-May-2017,75,46,0.00,0.0
14-May-2017,89,54,0.00,0.0
15-May-2017,84,55,0.00,0.0
16-May-2017,91,53,0.00,0.0
17-May-2017,83,53,0.14,0.0
18-May-2017,81,53,0.00,0.0
19-May-2017,60,46,0.07,0.0
20-May-2017,54,41,0.16,0.0
21-May-2017,71,44,0.00,0.0
22-May-2017,77,55,0.02,0.0
23-May-2017,76,49,0.22,0.0
24-May-2017,70,45,T,0.0
25-May-2017,87,50,0.00,0.0
26-May-2017,95,54,0.00,0.0
27-May-2017,83,59,0.00,0.0
28-May-2017,78,49,0.49,0.0
29-May-2017,79,51,0.00,0.0
30-May-2017,78,51,0.00,0.0
31-May-2017,82,54,0.00,0.0
01-Jun-2017,89,54,0.00,0.0
02-Jun-2017,88,57,0.00,0.0
03-Jun-2017,89,59,0.38,0.0
04-Jun-2017,80,58,0.23,0.0
05-Jun-2017,84,58,0.00,0.0
06-Jun-2017,87,60,0.00,0.0
07-Jun-2017,90,61,0.56,0.0
08-Jun-2017,85,62,0.01,0.0
09-Jun-2017,86,62,0.00,0.0
10-Jun-2017,94,58,0.00,0.0
11-Jun-2017,96,57,0.00,0.0
12-Jun-2017,96,61,0.00,0.0
13-Jun-2017,97,53,0.00,0.0
14-Jun-2017,92,50,0.00,0.0
15-Jun-2017,89,51,0.00,0.0
16-Jun-2017,94,58,0.00,0.0
17-Jun-2017,100,56,0.00,0.0
18-Jun-2017,100,61,0.00,0.0
19-Jun-2017,84,55,0.00,0.0
20-Jun-2017,88,58,0.00,0.0
21-Jun-2017,97,60,0.00,0.0
22-Jun-2017,101,63,0.00,0.0
23-Jun-2017,102,62,T,0.0
24-Jun-2017,70,58,0.00,0.0
25-Jun-2017,79,57,0.00,0.0
26-Jun-2017,83,58,0.01,0.0
27-Jun-2017,89,57,0.00,0.0
28-Jun-2017,97,60,0.00,0.0
29-Jun-2017,93,59,0.00,0.0
30-Jun-2017,91,57,0.04,0.0
01-Jul-2017,78,53,0.00,0.0
02-Jul-2017,91,57,0.00,0.0
03-Jul-2017,95,61,0.00,0.0
04-Jul-2017,90,57,0.00,0.0
05-Jul-2017,93,M,0.23,T
06-Jul-2017,94,58,0.00,0.0
07-Jul-2017,98,60,0.03,0.0
08-Jul-2017,95,56,0.04,0.0
09-Jul-2017,91,58,0.07,0.0
10-Jul-2017,94,M,0.00,0.0
11-Jul-2017,97,58,0.00,0.0
12-Jul-2017,99,53,0.00,0.0
13-Jul-2017,95,64,0.27,0.0
14-Jul-2017,86,M,1.64,0.0
15-Jul-2017,85,65,0.01,0.0
16-Jul-2017,88,63,0.08,0.0
17-Jul-2017,86,59,0.00,0.0
18-Jul-2017,91,59,0.00,0.0
19-Jul-2017,94,54,0.00,0.0
20-Jul-2017,98,65,0.00,0.0
21-Jul-2017,94,61,0.00,0.0
22-Jul-2017,96,62,0.00,0.0
23-Jul-2017,89,59,0.00,0.0
24-Jul-2017,91,61,0.00,0.0
25-Jul-2017,94,60,0.00,0.0
26-Jul-2017,98,66,0.00,0.0
27-Jul-2017,93,63,0.25,0.0
28-Jul-2017,82,61,0.00,0.0
29-Jul-2017,92,63,0.30,0.0
30-Jul-2017,82,63,1.92,0.0
31-Jul-2017,81,58,0.01,0.0
01-Aug-2017,82,58,0.08,0.0
02-Aug-2017,87,52,0.00,0.0
03-Aug-2017,87,55,0.00,0.0
04-Aug-2017,73,55,0.04,0.0
05-Aug-2017,85,58,0.00,0.0
06-Aug-2017,88,59,1.91,0.0
07-Aug-2017,80,59,0.76,0.0
08-Aug-2017,75,60,0.27,0.0
09-Aug-2017,83,59,0.00,0.0
10-Aug-2017,84,61,0.03,0.0
11-Aug-2017,84,59,0.17,0.0
12-Aug-2017,72,60,0.07,0.0
13-Aug-2017,82,59,0.01,0.0
14-Aug-2017,85,60,0.00,0.0
15-Aug-2017,88,58,0.00,0.0
16-Aug-2017,87,55,0.00,0.0
17-Aug-2017,82,57,0.00,0.0
18-Aug-2017,88,53,0.00,0.0
19-Aug-2017,90,56,0.00,0.0
20-Aug-2017,96,54,0.00,0.0
21-Aug-2017,91,55,0.00,0.0
22-Aug-2017,92,61,0.00,0.0
23-Aug-2017,79,57,0.00,0.0
24-Aug-2017,87,59,0.00,0.0
25-Aug-2017,84,53,0.00,0.0
26-Aug-2017,88,53,0.00,0.0
27-Aug-2017,92,52,0.00,0.0
28-Aug-2017,87,55,0.00,0.0
29-Aug-2017,82,52,0.00,0.0
30-Aug-2017,88,51,0.00,0.0
31-Aug-2017,87,48,0.00,0.0
01-Sep-2017,89,56,0.00,0.0
02-Sep-2017,88,52,0.00,0.0
03-Sep-2017,92,52,0.00,0.0
04-Sep-2017,95,53,0.00,0.0
05-Sep-2017,85,56,0.00,0.0
06-Sep-2017,73,46,0.00,0.0
07-Sep-2017,80,46,0.00,0.0
08-Sep-2017,82,50,0.00,0.0
09-Sep-2017,90,50,0.00,0.0
10-Sep-2017,94,53,0.00,0.0
11-Sep-2017,94,54,0.00,0.0
12-Sep-2017,92,60,T,0.0
13-Sep-2017,90,53,0.00,0.0
14-Sep-2017,94,53,0.00,0.0
15-Sep-2017,94,54,0.00,0.0
16-Sep-2017,90,51,0.00,0.0
17-Sep-2017,77,51,0.00,0.0
18-Sep-2017,72,49,0.00,0.0
19-Sep-2017,87,48,0.00,0.0
20-Sep-2017,85,41,0.00,0.0
21-Sep-2017,78,41,0.00,0.0
22-Sep-2017,93,43,0.00,0.0
23-Sep-2017,90,57,0.00,0.0
24-Sep-2017,62,50,2.41,T
25-Sep-2017,55,50,0.14,0.0
26-Sep-2017,54,48,0.10,0.0
27-Sep-2017,65,48,0.00,0.0
28-Sep-2017,59,48,0.51,0.0
29-Sep-2017,55,48,0.41,0.0
30-Sep-2017,63,49,0.03,0.0
01-Oct-2017,76,49,0.00,0.0
02-Oct-2017,82,47,0.00,0.0
03-Oct-2017,71,43,0.00,0.0
04-Oct-2017,64,47,0.03,0.0
05-Oct-2017,66,52,0.23,0.0
06-Oct-2017,74,52,0.00,0.0
07-Oct-2017,81,37,0.01,0.0
08-Oct-2017,82,37,0.00,0.0
09-Oct-2017,77,38,T,0.0
10-Oct-2017,40,28,0.07,0.0
11-Oct-2017,61,28,0.00,0.0
12-Oct-2017,78,30,0.00,0.0
13-Oct-2017,87,38,0.00,0.0
14-Oct-2017,69,38,0.00,0.0
15-Oct-2017,84,26,0.00,0.0
16-Oct-2017,66,27,0.00,0.0
17-Oct-2017,82,30,0.00,0.0
18-Oct-2017,78,31,0.00,0.0
19-Oct-2017,82,34,0.00,0.0
20-Oct-2017,77,34,0.00,0.0
21-Oct-2017,84,40,0.00,0.0
22-Oct-2017,65,24,0.00,0.0
23-Oct-2017,73,24,0.00,0.0
24-Oct-2017,60,31,0.00,0.0
25-Oct-2017,64,31,0.00,0.0
26-Oct-2017,82,30,0.00,0.0
27-Oct-2017,64,26,0.00,0.0
28-Oct-2017,49,25,T,T
29-Oct-2017,62,32,0.00,0.0
30-Oct-2017,78,30,0.00,0.0
31-Oct-2017,42,35,0.00,0.0
01-Nov-2017,56,30,0.00,0.0
02-Nov-2017,78,30,0.00,0.0
03-Nov-2017,50,32,0.00,0.0
04-Nov-2017,60,33,0.00,0.0
05-Nov-2017,73,31,0.00,0.0
06-Nov-2017,42,34,0.00,0.0
07-Nov-2017,55,35,0.05,0.0
08-Nov-2017,37,31,0.01,0.0
09-Nov-2017,52,26,0.00,0.0
10-Nov-2017,44,23,0.00,0.0
11-Nov-2017,46,26,0.00,0.0
12-Nov-2017,62,26,0.00,0.0
13-Nov-2017,56,26,0.00,0.0
14-Nov-2017,75,28,0.00,0.0
15-Nov-2017,66,25,0.00,0.0
16-Nov-2017,57,22,0.00,0.0
17-Nov-2017,74,23,0.00,0.0
18-Nov-2017,76,29,0.00,0.0
19-Nov-2017,52,16,0.00,0.0
20-Nov-2017,62,18,0.00,0.0
21-Nov-2017,71,20,0.00,0.0
22-Nov-2017,57,25,0.00,0.0
23-Nov-2017,67,25,0.00,0.0
24-Nov-2017,73,33,0.00,0.0
25-Nov-2017,80,31,0.00,0.0
26-Nov-2017,66,28,0.00,0.0
27-Nov-2017,76,22,0.00,0.0
28-Nov-2017,84,33,0.00,0.0
29-Nov-2017,52,20,0.00,0.0
30-Nov-2017,44,18,0.00,0.0
01-Dec-2017,54,19,0.00,0.0
02-Dec-2017,71,21,0.00,0.0
