record_date,maxtemp,mintemp,pcpn,snow
27-Mar-2014,76,30,0.00,0.0
28-Mar-2014,66,32,0.00,0.0
29-Mar-2014,66,22,0.00,0.0
30-Mar-2014,73,22,0.00,0.0
31-Mar-2014,78,42,0.00,0.0
01-Apr-2014,71,28,0.00,0.0
02-Apr-2014,72,29,0.00,0.0
03-Apr-2014,68,31,0.00,0.0
04-Apr-2014,47,26,0.41,0.0
05-Apr-2014,57,26,0.00,0.0
06-Apr-2014,56,31,T,0.0
07-Apr-2014,63,31,T,0.0
08-Apr-2014,59,28,0.00,0.0
09-Apr-2014,74,33,0.00,0.0
10-Apr-2014,86,36,0.00,0.0
11-Apr-2014,72,35,0.00,0.0
12-Apr-2014,84,36,0.00,0.0
13-Apr-2014,85,40,0.00,0.0
14-Apr-2014,40,20,0.12,1.6
15-Apr-2014,48,21,0.00,0.0
16-Apr-2014,70,24,0.00,0.0
17-Apr-2014,66,39,0.00,0.0
18-Apr-2014,60,30,0.00,0.0
19-Apr-2014,81,33,0.00,0.0
20-Apr-2014,82,52,0.00,0.0
21-Apr-2014,73,47,0.01,0.0
22-Apr-2014,72,44,0.00,0.0
23-Apr-2014,84,44,0.00,0.0
24-Apr-2014,84,40,0.00,0.0
25-Apr-2014,66,35,0.00,0.0
26-Apr-2014,81,42,0.00,0.0
27-Apr-2014,83,34,0.00,0.0
28-Apr-2014,49,35,0.28,0.0
29-Apr-2014,63,36,0.00,0.0
30-Apr-2014,60,33,0.00,0.0
01-May-2014,60,36,0.00,0.0
02-May-2014,65,30,0.00,0.0
03-May-2014,80,34,0.00,0.0
04-May-2014,85,44,0.00,0.0
05-May-2014,90,49,0.00,0.0
06-May-2014,89,47,0.00,0.0
07-May-2014,85,44,0.00,0.0
08-May-2014,85,43,0.00,0.0
09-May-2014,85,33,0.00,0.0
10-May-2014,76,38,0.00,0.0
11-May-2014,82,42,0.00,0.0
12-May-2014,82,32,0.00,0.0
13-May-2014,49,33,0.00,0.0
14-May-2014,58,31,0.00,0.0
15-May-2014,66,35,0.00,0.0
16-May-2014,70,38,0.00,0.0
17-May-2014,81,41,0.00,0.0
18-May-2014,80,46,0.00,0.0
19-May-2014,85,51,0.00,0.0
20-May-2014,93,55,0.00,0.0
21-May-2014,85,56,0.00,0.0
22-May-2014,80,51,0.00,0.0
23-May-2014,73,54,0.08,0.0
24-May-2014,77,53,0.00,0.0
25-May-2014,80,48,0.00,0.0
26-May-2014,81,49,0.00,0.0
27-May-2014,81,47,0.01,0.0
28-May-2014,89,50,0.00,0.0
29-May-2014,91,53,0.00,0.0
30-May-2014,94,58,0.00,0.0
31-May-2014,92,54,T,0.0
01-Jun-2014,90,57,0.06,0.0
02-Jun-2014,97,60,0.00,0.0
03-Jun-2014,86,59,0.00,0.0
04-Jun-2014,101,60,0.00,0.0
05-Jun-2014,90,60,0.00,0.0
06-Jun-2014,83,60,0.00,0.0
07-Jun-2014,88,55,0.04,0.0
08-Jun-2014,75,55,0.00,0.0
09-Jun-2014,68,49,0.08,0.0
10-Jun-2014,71,42,0.00,0.0
11-Jun-2014,85,45,0.00,0.0
12-Jun-2014,93,52,0.04,0.0
13-Jun-2014,78,56,0.00,0.0
14-Jun-2014,96,62,0.00,0.0
15-Jun-2014,97,46,0.00,0.0
16-Jun-2014,91,52,0.00,0.0
17-Jun-2014,97,65,0.00,0.0
18-Jun-2014,96,61,0.00,0.0
19-Jun-2014,95,51,0.00,0.0
20-Jun-2014,88,58,0.00,0.0
21-Jun-2014,97,63,0.00,0.0
22-Jun-2014,93,60,0.30,0.0
23-Jun-2014,89,53,0.11,0.0
24-Jun-2014,85,56,0.51,0.0
25-Jun-2014,90,61,0.00,0.0
26-Jun-2014,90,61,0.00,0.0
27-Jun-2014,97,63,0.00,0.0
28-Jun-2014,94,54,0.00,0.0
29-Jun-2014,88,60,0.00,0.0
30-Jun-2014,100,62,0.00,0.0
01-Jul-2014,100,58,0.00,0.0
02-Jul-2014,84,59,0.02,0.0
03-Jul-2014,78,59,0.05,0.0
04-Jul-2014,93,59,0.00,0.0
05-Jul-2014,98,62,0.00,0.0
06-Jul-2014,95,60,0.00,0.0
07-Jul-2014,99,62,0.00,0.0
08-Jul-2014,103,63,0.04,0.0
09-Jul-2014,85,58,0.00,0.0
10-Jul-2014,95,57,0.00,0.0
11-Jul-2014,98,61,0.00,0.0
12-Jul-2014,99,66,0.00,0.0
13-Jul-2014,93,63,2.90,0.0
14-Jul-2014,82,65,0.00,0.0
15-Jul-2014,88,58,0.67,0.0
16-Jul-2014,73,57,0.08,0.0
17-Jul-2014,78,58,0.54,0.0
18-Jul-2014,73,55,0.00,0.0
19-Jul-2014,88,M,0.00,0.0
20-Jul-2014,93,59,0.00,0.0
21-Jul-2014,98,64,0.00,0.0
22-Jul-2014,96,63,0.00,0.0
23-Jul-2014,96,64,0.00,0.0
24-Jul-2014,96,63,0.00,0.0
25-Jul-2014,100,63,0.00,0.0
26-Jul-2014,99,63,0.00,0.0
27-Jul-2014,99,64,0.00,0.0
28-Jul-2014,86,64,0.25,0.0
29-Jul-2014,82,63,0.00,0.0
30-Jul-2014,85,61,0.23,0.0
31-Jul-2014,69,57,0.00,0.0
01-Aug-2014,76,55,0.00,0.0
02-Aug-2014,82,57,0.00,0.0
03-Aug-2014,84,56,0.00,0.0
04-Aug-2014,89,58,0.00,0.0
05-Aug-2014,93,63,0.00,0.0
06-Aug-2014,92,60,0.12,0.0
07-Aug-2014,92,60,0.00,0.0
08-Aug-2014,85,60,0.41,0.0
09-Aug-2014,85,62,0.04,0.0
10-Aug-2014,92,60,0.00,0.0
11-Aug-2014,83,55,0.18,0.0
12-Aug-2014,84,56,0.00,0.0
13-Aug-2014,90,56,0.00,0.0
14-Aug-2014,93,56,0.00,0.0
15-Aug-2014,93,60,0.00,0.0
16-Aug-2014,92,61,0.00,0.0
17-Aug-2014,91,58,0.09,0.0
18-Aug-2014,97,55,0.00,0.0
19-Aug-2014,97,55,0.00,0.0
20-Aug-2014,96,64,0.00,0.0
21-Aug-2014,94,62,0.00,0.0
22-Aug-2014,92,62,0.00,0.0
23-Aug-2014,90,56,0.56,0.0
24-Aug-2014,89,55,0.00,0.0
25-Aug-2014,88,55,0.00,0.0
26-Aug-2014,87,59,0.00,0.0
27-Aug-2014,76,60,0.10,0.0
28-Aug-2014,86,56,0.00,0.0
29-Aug-2014,83,51,0.11,0.0
30-Aug-2014,88,52,0.05,0.0
31-Aug-2014,91,55,0.00,0.0
01-Sep-2014,97,53,0.00,0.0
02-Sep-2014,87,53,0.00,0.0
03-Sep-2014,90,58,0.00,0.0
04-Sep-2014,103,59,0.00,0.0
05-Sep-2014,86,53,0.00,0.0
06-Sep-2014,57,48,0.00,0.0
07-Sep-2014,74,50,0.00,0.0
08-Sep-2014,88,50,0.00,0.0
09-Sep-2014,94,55,0.00,0.0
10-Sep-2014,96,55,0.01,0.0
11-Sep-2014,76,51,0.00,0.0
12-Sep-2014,62,37,0.28,0.0
13-Sep-2014,47,37,0.00,0.0
14-Sep-2014,73,38,0.00,0.0
15-Sep-2014,90,50,0.00,0.0
16-Sep-2014,65,50,0.00,0.0
17-Sep-2014,87,49,0.00,0.0
18-Sep-2014,91,49,0.00,0.0
19-Sep-2014,91,49,0.00,0.0
20-Sep-2014,90,45,0.00,0.0
21-Sep-2014,86,54,0.00,0.0
22-Sep-2014,77,56,0.00,0.0
23-Sep-2014,81,55,0.17,0.0
24-Sep-2014,87,53,0.00,0.0
25-Sep-2014,88,51,0.00,0.0
26-Sep-2014,87,48,0.00,0.0
27-Sep-2014,88,46,0.00,0.0
28-Sep-2014,87,46,0.00,0.0
29-Sep-2014,86,55,0.00,0.0
30-Sep-2014,85,42,0.12,0.0
01-Oct-2014,77,42,0.00,0.0
02-Oct-2014,75,42,0.01,0.0
03-Oct-2014,70,35,0.00,0.0
04-Oct-2014,60,32,0.00,0.0
05-Oct-2014,74,32,0.00,0.0
06-Oct-2014,78,35,0.00,0.0
07-Oct-2014,82,36,0.00,0.0
08-Oct-2014,81,41,0.00,0.0
09-Oct-2014,77,47,0.00,0.0
10-Oct-2014,60,50,1.20,0.0
11-Oct-2014,51,38,0.06,0.0
12-Oct-2014,67,38,0.00,0.0
13-Oct-2014,65,40,0.80,0.0
14-Oct-2014,65,34,0.00,0.0
15-Oct-2014,74,33,0.00,0.0
16-Oct-2014,80,36,0.00,0.0
17-Oct-2014,78,39,0.00,0.0
18-Oct-2014,68,39,0.00,0.0
19-Oct-2014,70,39,0.00,0.0
20-Oct-2014,78,40,0.00,0.0
21-Oct-2014,74,39,0.00,0.0
22-Oct-2014,79,38,0.00,0.0
23-Oct-2014,74,42,0.00,0.0
24-Oct-2014,77,41,0.00,0.0
25-Oct-2014,86,41,0.00,0.0
26-Oct-2014,83,39,0.00,0.0
27-Oct-2014,85,47,0.00,0.0
28-Oct-2014,63,34,0.00,0.0
29-Oct-2014,61,29,0.00,0.0
30-Oct-2014,74,30,0.00,0.0
31-Oct-2014,67,30,0.00,0.0
01-Nov-2014,64,32,0.00,0.0
02-Nov-2014,78,31,0.00,0.0
03-Nov-2014,75,48,0.00,0.0
04-Nov-2014,63,29,0.00,0.0
05-Nov-2014,63,25,0.00,0.0
06-Nov-2014,69,27,0.00,0.0
07-Nov-2014,65,27,0.00,0.0
08-Nov-2014,73,37,0.00,0.0
09-Nov-2014,65,27,0.00,0.0
10-Nov-2014,68,28,0.00,0.0
11-Nov-2014,77,18,0.08,T
12-Nov-2014,20,9,0.00,0.0
13-Nov-2014,19,-14,0.23,7.0
14-Nov-2014,12,-10,0.00,0.0
15-Nov-2014,22,6,0.00,0.0
16-Nov-2014,33,11,0.15,3.0
17-Nov-2014,29,-2,0.00,0.0
18-Nov-2014,31,1,0.00,0.0
19-Nov-2014,50,7,0.00,0.0
20-Nov-2014,51,17,0.00,0.0
21-Nov-2014,52,22,0.00,0.0
22-Nov-2014,54,23,0.00,0.0
23-Nov-2014,66,24,0.00,0.0
24-Nov-2014,46,18,0.00,0.0
25-Nov-2014,49,18,0.00,0.0
26-Nov-2014,55,18,0.00,0.0
27-Nov-2014,44,19,0.00,0.0
28-Nov-2014,66,20,0.00,0.0
29-Nov-2014,75,30,0.00,0.0
30-Nov-2014,71,30,0.00,0.0
01-Dec-2014,52,15,0.00,0.0
02-Dec-2014,35,15,0.00,0.0
03-Dec-2014,55,15,0.00,0.0
04-Dec-2014,44,19,0.00,0.0
05-Dec-2014,47,22,0.00,0.0
06-Dec-2014,65,25,0.00,0.0
07-Dec-2014,47,25,0.00,0.0
08-Dec-2014,62,21,0.00,0.0
09-Dec-2014,60,18,0.00,0.0
10-Dec-2014,52,18,0.00,0.0
11-Dec-2014,63,19,0.00,0.0
12-Dec-2014,61,16,0.00,0.0
13-Dec-2014,60,17,0.00,0.0
14-Dec-2014,51,17,0.00,0.0
15-Dec-2014,43,26,0.54,T
16-Dec-2014,47,19,0.00,0.0
17-Dec-2014,34,19,0.00,0.0
18-Dec-2014,34,20,0.01,T
19-Dec-2014,44,19,0.00,0.0
20-Dec-2014,47,19,0.00,0.0
21-Dec-2014,46,20,0.00,0.0
22-Dec-2014,47,23,0.00,0.0
23-Dec-2014,47,26,0.00,0.0
24-Dec-2014,37,12,0.00,0.0
25-Dec-2014,48,12,0.00,0.0
26-Dec-2014,60,22,0.06,1.0
27-Dec-2014,26,1,0.00,0.0
28-Dec-2014,31,1,0.00,0.0
29-Dec-2014,28,7,0.00,0.0
30-Dec-2014,24,3,0.13,4.0
31-Dec-2014,6,-9,0.00,0.0
01-Jan-2015,15,-8,0.00,0.0
02-Jan-2015,30,1,0.00,0.0
03-Jan-2015,35,3,0.00,0.0
04-Jan-2015,40,1,T,T
05-Jan-2015,22,M,T,T
06-Jan-2015,46,8,0.00,0.0
07-Jan-2015,47,16,0.00,0.0
08-Jan-2015,20,13,0.00,0.0
09-Jan-2015,56,19,0.00,0.0
10-Jan-2015,28,16,0.00,0.0
11-Jan-2015,46,16,0.00,0.0
12-Jan-2015,53,22,0.00,0.0
13-Jan-2015,23,17,0.03,1.0
14-Jan-2015,29,16,0.00,0.0
15-Jan-2015,42,18,0.00,0.0
16-Jan-2015,55,17,0.00,0.0
17-Jan-2015,68,19,0.00,0.0
18-Jan-2015,62,19,0.00,0.0
19-Jan-2015,71,24,0.00,0.0
20-Jan-2015,61,22,0.00,0.0
21-Jan-2015,42,27,T,T
22-Jan-2015,31,10,0.37,6.0
23-Jan-2015,36,-0,0.00,0.0
24-Jan-2015,47,-4,0.00,0.0
25-Jan-2015,51,M,0.00,0.0
26-Jan-2015,61,28,0.00,0.0
27-Jan-2015,71,28,0.00,0.0
28-Jan-2015,72,29,0.00,0.0
29-Jan-2015,71,34,0.00,0.0
30-Jan-2015,54,34,0.00,0.0
31-Jan-2015,43,35,0.04,0.0
01-Feb-2015,47,25,0.00,0.0
02-Feb-2015,38,17,0.00,0.0
03-Feb-2015,53,19,0.00,0.0
04-Feb-2015,69,26,0.00,0.0
05-Feb-2015,30,18,0.00,0.0
06-Feb-2015,62,19,0.00,0.0
07-Feb-2015,83,28,0.00,0.0
08-Feb-2015,82,28,0.00,0.0
09-Feb-2015,76,25,0.00,0.0
10-Feb-2015,73,27,0.00,0.0
11-Feb-2015,66,27,0.00,0.0
12-Feb-2015,54,21,0.00,0.0
13-Feb-2015,67,22,0.00,0.0
14-Feb-2015,66,26,0.00,0.0
15-Feb-2015,71,24,0.00,0.0
16-Feb-2015,34,17,0.18,2.0
17-Feb-2015,40,18,0.10,1.0
18-Feb-2015,45,18,0.00,0.0
19-Feb-2015,53,18,0.00,0.0
20-Feb-2015,68,20,0.00,0.0
21-Feb-2015,64,28,0.00,0.0
22-Feb-2015,39,15,0.55,3.0
23-Feb-2015,18,7,0.00,0.0
24-Feb-2015,20,3,0.00,0.0
25-Feb-2015,44,9,0.00,0.0
26-Feb-2015,47,15,0.19,1.0
27-Feb-2015,19,11,0.18,4.0
28-Feb-2015,19,4,0.00,0.0
01-Mar-2015,24,4,0.00,0.0
02-Mar-2015,30,12,0.00,0.0
03-Mar-2015,44,27,0.00,0.0
04-Mar-2015,42,18,0.00,0.0
05-Mar-2015,22,6,0.04,T
06-Mar-2015,46,9,0.00,0.0
07-Mar-2015,62,23,0.00,0.0
08-Mar-2015,61,25,0.00,0.0
09-Mar-2015,61,27,0.00,0.0
10-Mar-2015,62,27,0.00,0.0
11-Mar-2015,70,26,0.00,0.0
12-Mar-2015,72,27,0.00,0.0
13-Mar-2015,72,34,0.00,0.0
14-Mar-2015,64,32,0.00,0.0
15-Mar-2015,66,28,0.00,0.0
16-Mar-2015,80,28,0.00,0.0
17-Mar-2015,89,30,0.00,0.0
18-Mar-2015,53,35,0.00,0.0
19-Mar-2015,64,35,0.16,0.0
20-Mar-2015,46,31,0.00,0.0
21-Mar-2015,66,28,0.00,0.0
22-Mar-2015,71,28,0.00,0.0
23-Mar-2015,81,30,0.00,0.0
24-Mar-2015,67,32,0.00,0.0
25-Mar-2015,72,36,0.00,0.0
26-Mar-2015,49,25,0.00,0.0
27-Mar-2015,67,25,0.00,0.0
28-Mar-2015,72,31,0.00,0.0
29-Mar-2015,80,41,0.00,0.0
30-Mar-2015,82,35,0.00,0.0
31-Mar-2015,79,31,0.00,0.0
01-Apr-2015,81,31,0.00,0.0
02-Apr-2015,83,37,0.00,0.0
03-Apr-2015,76,36,0.00,0.0
04-Apr-2015,57,33,0.00,0.0
05-Apr-2015,72,34,0.00,0.0
06-Apr-2015,81,35,0.00,0.0
07-Apr-2015,82,39,0.00,0.0
08-Apr-2015,79,35,0.00,0.0
09-Apr-2015,81,33,0.00,0.0
10-Apr-2015,59,26,0.00,0.0
11-Apr-2015,69,27,0.00,0.0
12-Apr-2015,75,35,0.00,0.0
13-Apr-2015,82,35,0.00,0.0
14-Apr-2015,66,33,0.00,0.0
15-Apr-2015,78,35,0.00,0.0
16-Apr-2015,80,40,0.00,0.0
17-Apr-2015,49,40,0.28,0.0
18-Apr-2015,65,37,0.02,0.0
19-Apr-2015,60,M,0.32,0.0
20-Apr-2015,59,32,0.00,0.0
21-Apr-2015,59,34,0.00,0.0
22-Apr-2015,79,34,0.00,0.0
23-Apr-2015,67,37,0.00,0.0
24-Apr-2015,74,39,0.00,0.0
25-Apr-2015,77,38,0.00,0.0
26-Apr-2015,71,41,0.00,0.0
27-Apr-2015,50,41,0.12,0.0
28-Apr-2015,59,41,0.03,0.0
29-Apr-2015,67,34,0.00,0.0
30-Apr-2015,75,37,0.00,0.0
01-May-2015,86,43,0.01,0.0
02-May-2015,73,45,0.00,0.0
03-May-2015,87,44,0.00,0.0
04-May-2015,82,47,0.12,0.0
05-May-2015,70,52,0.47,0.0
06-May-2015,59,49,0.37,0.0
07-May-2015,77,48,0.38,0.0
08-May-2015,69,49,0.70,0.0
09-May-2015,63,51,0.45,0.0
10-May-2015,70,33,0.21,0.0
11-May-2015,58,32,0.55,T
12-May-2015,58,34,0.00,0.0
13-May-2015,75,44,0.00,0.0
14-May-2015,62,48,0.14,0.0
15-May-2015,70,50,0.00,0.0
16-May-2015,79,46,0.00,0.0
17-May-2015,72,47,0.00,0.0
18-May-2015,79,47,0.00,0.0
19-May-2015,63,44,1.64,0.0
20-May-2015,47,39,0.15,0.0
21-May-2015,54,40,0.00,0.0
22-May-2015,58,43,0.39,0.0
23-May-2015,73,47,0.08,0.0
24-May-2015,69,48,0.43,0.0
25-May-2015,62,42,0.11,0.0
26-May-2015,68,45,0.00,0.0
27-May-2015,62,48,0.47,0.0
28-May-2015,82,45,0.00,0.0
29-May-2015,79,50,0.00,0.0
30-May-2015,74,47,0.06,0.0
31-May-2015,74,49,0.00,0.0
01-Jun-2015,85,52,0.00,0.0
02-Jun-2015,88,52,0.00,0.0
03-Jun-2015,90,53,0.00,0.0
04-Jun-2015,77,55,0.00,0.0
05-Jun-2015,85,59,0.00,0.0
06-Jun-2015,81,61,0.00,0.0
07-Jun-2015,87,53,0.11,0.0
08-Jun-2015,M,M,0.11,0.0
09-Jun-2015,83,54,0.00,0.0
10-Jun-2015,89,57,0.00,0.0
11-Jun-2015,92,58,0.00,0.0
12-Jun-2015,84,57,0.86,0.0
13-Jun-2015,74,53,0.00,0.0
14-Jun-2015,80,55,0.00,0.0
15-Jun-2015,80,54,0.00,0.0
16-Jun-2015,81,53,0.00,0.0
17-Jun-2015,87,62,0.00,0.0
18-Jun-2015,88,59,0.00,0.0
19-Jun-2015,90,61,0.00,0.0
20-Jun-2015,96,60,0.00,0.0
21-Jun-2015,92,62,0.00,0.0
22-Jun-2015,94,61,0.00,0.0
23-Jun-2015,86,64,0.00,0.0
24-Jun-2015,91,65,0.00,0.0
25-Jun-2015,98,63,0.22,0.0
26-Jun-2015,91,61,0.00,0.0
27-Jun-2015,83,57,0.00,0.0
28-Jun-2015,88,60,0.00,0.0
29-Jun-2015,92,60,0.06,0.0
30-Jun-2015,87,57,0.00,0.0
01-Jul-2015,95,59,0.00,0.0
02-Jul-2015,92,62,0.17,0.0
03-Jul-2015,92,62,0.07,0.0
04-Jul-2015,86,59,0.00,0.0
05-Jul-2015,97,61,0.00,0.0
06-Jul-2015,96,65,0.05,0.0
07-Jul-2015,72,57,0.00,0.0
08-Jul-2015,77,57,0.00,0.0
09-Jul-2015,82,55,0.06,0.0
10-Jul-2015,78,58,0.00,0.0
11-Jul-2015,93,55,0.00,0.0
12-Jul-2015,97,59,0.00,0.0
13-Jul-2015,99,63,0.00,0.0
14-Jul-2015,97,64,0.00,0.0
15-Jul-2015,96,60,0.32,0.0
16-Jul-2015,91,58,0.00,0.0
17-Jul-2015,91,58,0.00,0.0
18-Jul-2015,98,61,0.00,0.0
19-Jul-2015,93,60,0.00,0.0
20-Jul-2015,89,60,0.03,0.0
21-Jul-2015,87,62,0.00,0.0
22-Jul-2015,82,55,0.06,0.0
23-Jul-2015,92,58,0.00,0.0
24-Jul-2015,101,60,0.00,0.0
25-Jul-2015,100,63,0.00,0.0
26-Jul-2015,100,64,0.00,0.0
27-Jul-2015,97,66,0.00,0.0
28-Jul-2015,100,64,0.00,0.0
29-Jul-2015,90,64,0.00,0.0
30-Jul-2015,85,64,0.00,0.0
31-Jul-2015,90,63,0.00,0.0
01-Aug-2015,88,63,0.00,0.0
02-Aug-2015,93,64,0.05,0.0
03-Aug-2015,94,64,0.00,0.0
04-Aug-2015,86,57,0.67,0.0
05-Aug-2015,94,60,0.00,0.0
06-Aug-2015,93,62,0.00,0.0
07-Aug-2015,100,62,0.00,0.0
08-Aug-2015,92,64,0.08,0.0
09-Aug-2015,94,65,0.00,0.0
10-Aug-2015,90,65,0.00,0.0
11-Aug-2015,M,62,0.00,0.0
12-Aug-2015,89,63,0.11,0.0
13-Aug-2015,95,62,0.00,0.0
14-Aug-2015,97,64,0.13,0.0
15-Aug-2015,95,65,0.00,0.0
16-Aug-2015,99,67,0.00,0.0
17-Aug-2015,94,63,0.06,0.0
18-Aug-2015,94,60,0.73,0.0
19-Aug-2015,77,55,0.01,0.0
20-Aug-2015,77,53,0.00,0.0
21-Aug-2015,86,54,0.00,0.0
22-Aug-2015,97,55,0.00,0.0
23-Aug-2015,99,54,0.00,0.0
24-Aug-2015,78,50,0.00,0.0
25-Aug-2015,86,51,0.00,0.0
26-Aug-2015,94,56,0.00,0.0
27-Aug-2015,99,56,0.00,0.0
28-Aug-2015,99,56,0.01,0.0
29-Aug-2015,M,54,0.00,0.0
30-Aug-2015,88,54,0.00,0.0
31-Aug-2015,96,55,0.00,0.0
01-Sep-2015,97,58,T,0.0
02-Sep-2015,94,59,0.00,0.0
03-Sep-2015,98,61,0.00,0.0
04-Sep-2015,96,57,0.00,0.0
05-Sep-2015,94,59,0.00,0.0
06-Sep-2015,94,61,0.02,0.0
07-Sep-2015,92,53,0.00,0.0
08-Sep-2015,97,53,0.00,0.0
09-Sep-2015,M,57,0.00,0.0
10-Sep-2015,94,52,0.00,0.0
11-Sep-2015,94,53,0.00,0.0
12-Sep-2015,75,49,0.00,0.0
13-Sep-2015,89,51,0.00,0.0
14-Sep-2015,96,51,0.00,0.0
15-Sep-2015,99,53,0.00,0.0
16-Sep-2015,94,53,0.00,0.0
17-Sep-2015,93,55,0.00,0.0
18-Sep-2015,85,53,0.00,0.0
19-Sep-2015,77,43,0.00,0.0
20-Sep-2015,83,43,0.00,0.0
21-Sep-2015,87,47,0.00,0.0
22-Sep-2015,92,46,0.00,0.0
23-Sep-2015,85,59,0.00,0.0
24-Sep-2015,87,49,0.14,0.0
25-Sep-2015,87,49,0.00,0.0
26-Sep-2015,79,50,0.00,0.0
27-Sep-2015,76,46,0.00,0.0
28-Sep-2015,86,46,0.00,0.0
29-Sep-2015,87,46,0.00,0.0
30-Sep-2015,70,51,T,0.0
01-Oct-2015,74,54,0.00,0.0
02-Oct-2015,72,56,0.01,0.0
03-Oct-2015,67,47,0.13,0.0
04-Oct-2015,78,46,0.00,0.0
05-Oct-2015,67,47,0.00,0.0
06-Oct-2015,76,45,0.00,0.0
07-Oct-2015,74,45,0.05,0.0
08-Oct-2015,74,44,0.00,0.0
09-Oct-2015,82,45,0.00,0.0
10-Oct-2015,82,44,0.00,0.0
11-Oct-2015,87,44,0.00,0.0
12-Oct-2015,96,46,0.00,0.0
13-Oct-2015,76,40,0.00,0.0
14-Oct-2015,88,38,0.00,0.0
15-Oct-2015,85,38,0.00,0.0
16-Oct-2015,75,34,0.00,0.0
17-Oct-2015,71,34,0.00,0.0
18-Oct-2015,73,37,0.00,0.0
19-Oct-2015,85,42,0.00,0.0
20-Oct-2015,86,42,0.00,0.0
21-Oct-2015,79,41,0.03,0.0
22-Oct-2015,55,46,0.71,0.0
23-Oct-2015,62,40,0.14,0.0
24-Oct-2015,67,37,0.00,0.0
25-Oct-2015,67,34,0.00,0.0
26-Oct-2015,70,34,0.00,0.0
27-Oct-2015,72,37,0.00,0.0
28-Oct-2015,76,32,0.00,0.0
29-Oct-2015,M,32,0.00,0.0
30-Oct-2015,55,37,0.03,0.0
31-Oct-2015,55,29,0.09,0.0
01-Nov-2015,70,29,0.00,0.0
02-Nov-2015,81,34,0.00,0.0
03-Nov-2015,81,33,0.00,0.0
04-Nov-2015,82,37,0.00,0.0
05-Nov-2015,75,34,0.02,0.0
06-Nov-2015,56,26,0.00,0.0
07-Nov-2015,59,26,0.00,0.0
08-Nov-2015,59,21,0.00,0.0
09-Nov-2015,62,19,0.00,0.0
10-Nov-2015,63,20,0.00,0.0
11-Nov-2015,72,26,0.09,T
12-Nov-2015,72,19,0.00,0.0
13-Nov-2015,58,19,0.00,0.0
14-Nov-2015,62,19,0.00,0.0
15-Nov-2015,67,20,0.00,0.0
16-Nov-2015,66,20,0.00,0.0
17-Nov-2015,68,31,0.10,T
18-Nov-2015,42,24,0.00,0.0
19-Nov-2015,69,16,0.00,0.0
20-Nov-2015,55,16,0.00,0.0
21-Nov-2015,70,15,0.00,0.0
22-Nov-2015,45,13,0.00,0.0
23-Nov-2015,58,14,0.00,0.0
24-Nov-2015,64,18,0.00,0.0
25-Nov-2015,71,21,0.00,0.0
26-Nov-2015,65,28,0.00,0.0
27-Nov-2015,29,18,0.08,0.7
28-Nov-2015,23,18,0.00,0.0
29-Nov-2015,24,19,0.00,0.0
30-Nov-2015,29,23,0.20,1.5
01-Dec-2015,37,14,0.00,0.0
02-Dec-2015,48,14,0.00,0.0
03-Dec-2015,52,17,0.00,0.0
04-Dec-2015,54,17,0.00,0.0
05-Dec-2015,51,17,0.00,0.0
06-Dec-2015,58,18,0.00,0.0
07-Dec-2015,54,21,0.00,0.0
08-Dec-2015,58,21,0.00,0.0
09-Dec-2015,68,25,0.00,0.0
10-Dec-2015,73,28,0.00,0.0
11-Dec-2015,62,34,0.00,0.0
12-Dec-2015,64,31,0.00,0.0
13-Dec-2015,37,29,0.19,1.0
14-Dec-2015,45,17,0.00,0.0
15-Dec-2015,51,18,0.01,0.1
16-Dec-2015,32,10,0.00,0.0
17-Dec-2015,45,10,0.00,0.0
18-Dec-2015,36,10,0.00,0.0
19-Dec-2015,49,16,0.00,0.0
20-Dec-2015,50,16,0.00,0.0
21-Dec-2015,63,25,0.00,0.0
22-Dec-2015,57,24,0.00,0.0
23-Dec-2015,59,23,0.00,0.0
24-Dec-2015,50,14,0.00,0.0
25-Dec-2015,44,11,0.00,0.0
26-Dec-2015,58,11,0.00,0.0
27-Dec-2015,29,17,0.00,0.0
28-Dec-2015,33,10,0.00,0.0
29-Dec-2015,37,9,0.00,0.0
30-Dec-2015,29,5,0.00,0.0
31-Dec-2015,36,5,0.00,0.0
01-Jan-2016,32,2,0.00,0.0
02-Jan-2016,39,3,0.00,0.0
03-Jan-2016,54,5,0.00,0.0
04-Jan-2016,51,9,0.00,0.0
05-Jan-2016,51,10,0.00,0.0
06-Jan-2016,47,13,0.00,0.0
07-Jan-2016,53,17,0.00,0.0
08-Jan-2016,45,27,T,T
09-Jan-2016,28,9,0.11,1.0
10-Jan-2016,31,4,0.00,0.0
11-Jan-2016,36,4,0.00,0.0
12-Jan-2016,44,7,0.00,0.0
13-Jan-2016,49,7,0.00,0.0
14-Jan-2016,57,13,0.00,0.0
15-Jan-2016,58,11,0.00,0.0
16-Jan-2016,41,12,T,T
17-Jan-2016,44,11,0.00,0.0
18-Jan-2016,25,9,0.00,0.0
19-Jan-2016,46,9,0.00,0.0
20-Jan-2016,51,15,0.00,0.0
21-Jan-2016,56,22,0.00,0.0
22-Jan-2016,49,13,0.00,0.0
23-Jan-2016,56,14,0.00,0.0
24-Jan-2016,64,16,0.00,0.0
25-Jan-2016,64,25,0.00,0.0
26-Jan-2016,48,17,0.00,0.0
27-Jan-2016,49,12,0.00,0.0
28-Jan-2016,62,13,0.00,0.0
